,date,comment,rate,resturant name,preprocessed comment
165,2023-04-07,اول گفتم چرا انقدر قیمتش از جاهای دیگه کمتره ولی وقتی کیفیتشُ دیدم فهمیدم هیچ ارزونی بی‌حکمت نیست:)) سیب زمینی خوب بود ولی مرغ سوخاری نه.. توش بجای اینکه سفید باشه قهوه‌ای بود,۲,فست فود کلوا,گفت#گو انقدر قیمت جا دیگه کمتره کیفیت دید#بین فهمید#فهم ارزونی بیحکمت سیبزمینی خوب مرغ سوخاری تو بجا سفید باشه قهوهای
166,2022-07-25,کیفیت سفارش افتضاح ... گوشت و مرغ بشدت بوی ادویه و زردچوبه میداد ... عدم توجه به توضیحات درج شده در سفارش,not rated,فست فود کلوا,کیفیت سفارش افتضاح گوشت مرغ بشدت بو ادویه زردچوبه میداد توجه توضیحات درجشده سفارش
167,2022-11-17,مرغ ب شدت نپخته و خام و مزه  و بوی ضخم میداد اصلا راضی نبودم و واقعا کیفیت خیلی بد بود توقع نداشتم‌چون دیشب حضورا پیتزا میل کردیم و خوب بود اما سوخاری ها اصلا!,not rated,فست فود کلوا,مرغ ب شدت نپخته خام مزه بو ضخم میداد اصلا راضی بود#باش واقعا کیفیت بد توقع نداشتمچون دیشب حضورا پیتزا میل کرد#کن خوب سوخاری اصلا
168,2022-05-12,پیتزا گوشت و قارچتون نسبت به قبل واقعا افت کرده ....,۲,فست فود کلوا,پیتزا گوشت قارچتون نسبت واقعا افت
169,2022-02-20,پنیرش حس میکنم یکم کم تر از قبل شده ولی کیفیت نونش بهتر شده ,۵,فست فود کلوا,پنیر حس میکنم یکم کمتر کیفیت نون
170,2023-05-14,خوب بود ی کوچولو چرب بود سوخاریاش,۴,فست فود کلوا,خوب #هست کوچولو چرب سوخاریاش
171,2022-06-10,نسبتا معمولی، انتظار بیشتری داشتم...,۴,فست فود کلوا,نسبتا معمولی انتظار داشت#دار
172,2022-11-30,مرغ سوخاریتون کلا خام خام بود,not rated,فست فود کلوا,مرغ سوخاریتون کلا خام خام
173,2022-02-12,"افتضاح بود 
حجم کم مبلغش بالا",not rated,فست فود کلوا,افتضاح حجم کم مبلغ بالا
174,2022-05-19,"نمیدونم چرا شور بود پیتزاش 
امیدوارم کلوا به روزای خوبش برگرده ...",۳,فست فود کلوا,نمیدونم شور پیتزا امیدوار کلوا روزای خوب برگرده
175,2023-04-19,"افتضاح
خبری از جعفری نبود بیشتر ساندویچ پیاز بود",not rated,فست فود کلوا,افتضاح خبر جعفری ساندویچ پیاز
176,2022-02-24,"کیفیت عالی
طمع عالی",۵,فست فود کلوا,کیفیت عالی طمع عالی
177,2023-07-17,گوشی بنده روی مزاحم نشوید بود بنده خدا پیک موتوری خیلی با بنده تماس گرفت متوجه نشدم ممنون,۵,فست فود کلوا,گوشید#گوش بنده مزاحم شد#شو بنده خدا پیک موتور بنده تماس متوجه شد#شو ممنون
178,2022-06-25,پیتزا خوب بود اما مرغ مانده بود و طعم خوبی نداشت,۵,فست فود کلوا,پیتزا خوب مرغ ماندهبود طعم داشت#دار
179,2022-09-18,افتضاح ، سوخته بود نمیشد خورد,not rated,فست فود کلوا,افتضاح سوختهبود نمیشد خورد#خور
180,2022-09-01,طعم خوبی داشت در کل ولی توی بسته بندیش دقت کنید لطفاً,۴,فست فود کلوا,طعم تو بسته بند دقت لطفا
181,2022-07-22,بموقع و باکیفیت مثل همیشه,۵,فست فود کلوا,بموقع باکیفیت
182,2022-09-11,پاستاش اصلا جالب نبود ،هیچ مزه ای نمیداد متاسفانهبرگر خوب بود ولی کوچیک بود,۳,فست فود کلوا,پاستاش اصلا جالب مزهای نمیداد متاسفانهبرگر خوب کوچیک
183,2023-05-26,مواد سوخاری سفت و خشک بود,۴,فست فود کلوا,مواد سوخاری سفت خشک
184,2023-05-24,پاستا پنه کلوا خوشمزه ست ولی اخیرا تیکه های غضروفی کنار مرغش دیده میشه که میتونه کیفیت کارو تنزل بده.,۴,فست فود کلوا,پاستا پنه کلوا خوشمزه ست اخیرا تیکه غضروف مرغ دیده میشه میتونه کیفیت کارو تنزل بده
185,2023-06-07,بجای سس پپر سس سیر فاکتور کردن و همون رو هم نفرستادن,۳,فست فود کلوا,بجا سس پپر سس سیر فاکتور همون نفرستادن
186,2023-06-13,قارچ سخاری رو به هیچ عنوان نپسندیدم خشک و کمی ترش,۲,فست فود کلوا,قارچ سخاری عنوان پسندید#پسند خشک ترش
187,2023-05-21,پیتزا رست بیف به جای استیک تحویل داده شده,۳,فست فود کلوا,پیتزا رست#روی بیف استیک تحویل دادهشده
188,2023-04-18,خوشمزه بود و تازه به دستمون رسید تشکر,۴,فست فود کلوا,خوشمزه تازه دستمون تشکر
189,2023-06-13,خوب بود و ممنون,۵,فست فود کلوا,خوب ممنون
190,2023-06-27,عالی مخصوصا طعم دودی چوریتسو,۵,فست فود کلوا,عالی مخصوصا طعم دود چوریتسو
191,2022-03-17,مرغ سوخاری خوش طعم بود,۵,فست فود کلوا,مرغ سوخاری خوشطعم
192,2022-07-25,"بسته بندی فقط پلاستیک دسته داربود، دیگه هزینه نداره 
ولی کیفیت وغذا مثل همیشه عالی",۵,فست فود کلوا,بسته پلاستیک داربود دیگه هزینه نداره کیفیت وغذا عالی
193,2023-06-25,عالی بود موفق باشید,۵,فست فود کلوا,عالی موفق بود#باش
194,2022-09-11,"رفتار پرسنل شیفت شب مثل همیشه عالی
و ساندویچ واقعن با کیفیت و عالی / ممنون",۵,فست فود کلوا,رفتار پرسنل شیفت#شیب شب عالی ساندویچ واقعن کیفیت عالی ممنون
195,2023-05-28,متاسفانه جدیدا خیلی شدید پیتزاهاتون دچار افت کیفیت شدهدیگه سفارش نمیدم .رست بیف سفارش دادم ولی فقط خمیر خوردم,not rated,فست فود کلوا,جدیدا شدید پیتزاهاتون افت کیفیت شدهدیگه سفارش نمیدم رست#روی بیف سفارش داد#ده خمیر خورد#خور
196,2022-05-14,مرینیت مرغ افتضاح بوی بدی میداد سسش هم جالب نبود کلا خوب نبود,not rated,فست فود کلوا,مرینیت مرغ افتضاح بو بدی میداد سس جالب کلا خوب
197,2022-09-04,پیتزا گوشت و قارچ بود اما ما قارچی داخلش نیافتیم!!!,۳,فست فود کلوا,پیتزا گوشت قارچ قارچ داخل یافت#یاب
198,2023-08-04,من همیشه از کلوا رسپیف میخریدم و عااالی بود اما امروز افتضاح بود حجم پیتزا ک کم شده بود بماند کیفیت قبل هم نداشت. بعدم من دوغ لیدلنی سفارش دادم اما دوغ بطری فرستادن ک افتضاح بود,۳,فست فود کلوا,کلوا رسپیف میخریدم عالی امروز افتضاح حجم پیتزا ک کم شدهبود ماند#مان کیفیت داشت#دار بعد دوغ لیدلنی سفارش داد#ده دوغ بطری فرستادن ک افتضاح
199,2022-12-25,خیلی عالی,۵,فست فود کلوا,عالی
200,2023-04-30,مواد سالادپاستاش خیلی کم بود یجورایی فقط ماکارونی بودوخیارشور،بشقاب داغش خوب بود ولی نسبت به قیمتش حجمش کم بود,۳,فست فود کلوا,مواد سالادپاستاش کم یجورایی ماکارونی بودوخیارشور بشقاب داغ خوب نسبت قیمت حجم کم
201,2023-07-15,عالی مثل همیشه,۵,فست فود کلوا,عالی
202,2023-06-13,غذا زودتر از زمان مشخص شده، گرم و خوشمزه به دستم رسید. ممنونم که به توضیحات توجه کردید.,۵,فست فود کلوا,غذا زود زمان مشخصشده گرم خوشمزه دستم ممنون توضیحات توجه کرد#کن
203,2022-12-17,عالی بود,۵,فست فود کلوا,عالی
204,2022-02-09,از سوسيس و كالباس نامرغوب استفاده شد و پيتزا شور بود خيلي,not rated,فست فود کلوا,سوسیس کالباس نامرغوب استفاده پیتزا شور
205,2023-07-20,کیفیت بسیار بد و مرغ گوشتش سیاه رنگ بود,not rated,فست فود کلوا,کیفیت بد مرغ گوشت سیاه رنگ
206,2022-01-13,اصلا خوشمزه نبود و مزه ی لازانیا رو نمیداد. بیشتر انگار پیتزا بود تا لازانیا,not rated,فست فود کلوا,اصلا خوشمزه مزه لازانیا نمیداد انگار پیتزا لازانیا
207,2022-04-22,خوب بود مرغ تازه و خوش طعم بود,۵,فست فود کلوا,خوب مرغ تازه خوشطعم
208,2022-12-21,مث همیشه عالی,۵,فست فود کلوا,مث عالی
209,2022-09-10,خیلی خوشمزه بود و خیلی هم زود بدستم رسید پیک هم اقای بسیار محترمی بودن,۴,فست فود کلوا,خوشمزه زود بدستید#بدست پیک اقای محترم
210,2021-12-25,فوق العاده گرم و خوشمزه کلوا دیگه انقد خوبه نیاز ب نظر نداره ک,۵,فست فود کلوا,فوقالعاده گرم خوشمزه کلوا دیگه انقد خوبه ب نداره ک
211,2022-11-08,خیلی خیلی کیفیت غذا پایین بود و سرد,not rated,فست فود کلوا,کیفیت غذا پایین سرد
212,2022-02-03,"طعمش خوب بود
خیلی زود هم رسید
پنیر پیتزای زیادی هم داشت",۴,فست فود کلوا,طعم خوب زود پنیر پیتزا
213,2023-07-12,عالی بود مثل همیشه,۵,فست فود کلوا,عالی
214,2022-11-05,مثل همیشه عالی,۵,فست فود کلوا,عالی
215,2022-08-10,عالی بود,۵,فست فود کلوا,عالی
216,2022-08-29,در کل خوب بود فقط وسط همبرگر ناپخته بود,۵,فست فود کلوا,خوب وسط همبرگر ناپخته
217,2023-06-08,ینی واقعا عالی راضی ام ازش,۵,فست فود کلوا,ین واقعا عالی راضیام از
218,2023-04-23,نان خیلی خشک بود,۴,فست فود کلوا,نان خشک
219,2022-04-20,سالاد سزار سس بسیار بد طعم و ترشی داشت نون داخل سالاد هم مونده بود نون سیر روش سوخته بود و طعم خوبی نداشت و طعم ترشی غالب بود متاسفانه,not rated,فست فود کلوا,سالاد سزار سس بد طعم ترشی نون داخل سالاد موندهبود نون سیر سوختهبود طعم داشت#دار طعم ترشی غالب
